,nomal,,abnomal,,none_tracking_code,
0,https://relic.co.jp/, ,, ,, 
1,https://relic.co.jp/#content-body, ,, ,, 
2,https://relic.co.jp/#home-message, ,, ,, 
3,https://relic.co.jp/#home-service, ,, ,, 
4,https://relic.co.jp/#home-member, ,, ,, 
5,https://relic.co.jp/#home-about, ,, ,, 
6,https://relic.co.jp/news/, ,, ,, 
